Slug,Finance Id,Location Id,Location Name,BUSINESS_SEGMENT_BY_HIERARCHY_ACTIVE,BUSINESS_SEGMENT_BY_HIERARCHY_TOTAL,Core Industry,CORE_SUB_INDUSTRY,SPECIALTY,IS_PARENT_ACCOUNT,IS_SATELLITE,LOCATION_TYPE,BILLING_START_DATE,Starting Mrr,Lifetime Value,FIRST_MRR_MONTH,Practice Management Software,Integrations,ONBOARDING_HANDOFF_DATE,Starting Bundle,End Bundle,Churn or Retain,Churn Month,lifetime in Month,Week 1 Cases,Week 2 Cases,Week 3 Cases,Week 4 Cases,Week 5 Cases,Week 6 Cases,Week 7 Cases,Week 8 Cases,Week 9 Cases,Week 10 Cases,Week 11 Cases,Week 12 Cases,Reason Billing,Reason Phone System,Reason Data Sync,First Usage Report Month,Inbound Sms Count,Outbound Sms Count,Inbound Call Count,Outbound Call Count,FIRST_MISSED_CALL_SMS_COUNT,Manual Messages Sms Count,Automated Sms Sent Count,FIRST_APPOINTMENT_REMINDERS_ACCESS,FIRST_MISSED_CALL_TEXT,FIRST_MISSED_TEXT_TEXT,Inbound Sms Count Activated,Outbound Sms Count Activated,Automated Sms Sent Count Activated,Manual Messages Sms Count Activated,Inbound Call Count Activated,Outbound Call Count Activated,BundleType,First Month SWAT Cases,PMS_Group,Reason Billing Flag,Reason Phone System Flag,Reason Data Sync Flag,split,y_true,y_proba,y_pred,threshold_used,p_churn,business_risk_index,rank_by_p,rank_by_bri
s00312097,312097.0,a7e945b8-3e33-421d-a8d1-398db095a82a,SEAPORT DERMATOLOGY,Single,Single,Medical,Med-Cosmetic,Dermatology,False,False,single,2024-09-26,744.92,10466.88,2024-09-30,ema,ema,2024-12-10,WeavePlus - Elite,WeavePlus - Elite,Retain,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-09-01,1.0,9.0,617.0,321.0,0.0,0.0,0.0,True,True,True,0,0,0,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08374999999999999,1239,1539
s00642897,642897.0,b9ad2b56-219b-4762-9d28-b02b61c7db42,Central Niagara Animal Hospital,Single,Single,Veterinary,Veterinary,Vet Clinic,False,False,single,2024-07-29,592.0,7337.7807,2024-07-31,avimark,avimark,2024-08-20,WeavePlus - Pro,WeavePlus - Pro,Retain,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-07-01,1.0,2.0,101.0,49.0,0.0,0.0,0.0,True,True,True,0,0,0,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08374999999999999,1240,1540
s00024330,24330.0,3d9310fd-2aa1-4007-8050-75932f3abc3a,Palm Beach Dentistry,Single,Single,Dental,Dental,Dental,False,False,single,2024-01-05,580.81,12777.79,2024-01-31,dentrixg5,dentrixg5,2024-01-22,WeavePlus - Elite,WeavePlus - Elite,Retain,,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,0,0,0,0,0,plus bundle,1.0,EOD pms,0,0,0,all,0,0.3442622950819672,1,0.3333333333333333,0.3442622950819672,0.39590163934426226,293,269
s00406099,406099.0,79eef3a3-e9f7-49b7-99f8-8d906bf5a450,Uptown Eye Boutique,Single,Single,Optometry,Optometry,Optometry,False,False,single,2024-02-22,419.85,8940.87,2024-02-29,eyefinityV2,eyefinityV2,2024-03-29,WeavePlus - Pro,WeavePlus - Pro,Retain,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-02-01,13.0,41.0,97.0,31.0,0.0,0.0,0.0,True,True,True,1,1,0,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2161,2453
s00299528,299528.0,b25c83ec-686c-426e-a553-04143f52e3e4,"SMITH AND ROCKEFELLER, PC",Single,Single,Dental,Dental,Dental,False,False,single,2024-08-20,378.82,5739.3,2024-08-31,dentrixg5,dentrixg5,2024-08-20,WeavePlus - Essentials,WeavePlus - Essentials,Retain,,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-01,3.0,2.0,608.0,276.0,0.0,0.0,0.0,True,False,True,0,0,0,0,1,1,plus bundle,2.0,EOD pms,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.0855019132653061,2162,1428
s00017747,17747.0,b6696f3b-a163-47a4-860c-bcbe59b1634d,Sherwood Family Dentistry,Single,Single,Dental,Dental,Dental,False,False,single,2024-09-18,714.9,10008.6,2024-09-30,softdentcloudv2,softdentcloudv2,2024-10-08,WeavePlus - Elite,WeavePlus - Elite,Retain,,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-01,59.0,209.0,87.0,49.0,33.0,34.0,112.0,True,True,True,1,1,1,1,1,1,plus bundle,1.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2163,2454
s00610114,610114.0,b7636efd-9f86-4948-9bf9-c7da26ae80d1,Blink,Single,Single,Optometry,Optometry,Optometry,False,False,single,2024-04-17,601.81,11832.345,2024-04-30,Office Mate,Office Mate,2024-04-17,WeavePlus - Elite,WeavePlus - Elite,Retain,,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,2024-04-01,282.0,728.0,971.0,470.0,0.0,0.0,93.0,True,True,True,1,1,1,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2164,2455
s00518556,518556.0,e2759e9b-b917-4fe8-b2bf-cc0bfc5b7a37,TLC Dental,Single,Single,Dental,Dental,Dental,False,False,single,2024-04-30,643.98,11786.58,2024-04-30,Eaglesoft 18,Eaglesoft 18,2024-05-07,WeavePlus - Elite,WeavePlus - Elite,Retain,,19.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2024-05-01,170.0,631.0,546.0,403.0,53.0,0.0,463.0,True,True,True,1,1,1,0,1,1,plus bundle,9.0,EOD pms,0,1,0,all,0,0.0,0,0.3333333333333333,0.0,0.0,3784,3784
s00515481,515481.0,3acdde34-be2f-44d7-9921-b863d3997874,MJ Dental Office,Single,Single,Dental,Dental,Dental,False,False,single,2024-01-11,643.65,14556.26,2024-01-31,dentrixg5,dentrixg5,2024-01-18,WeavePlus - Elite,WeavePlus - Elite,Retain,,22.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,2024-01-01,265.0,860.0,576.0,472.0,44.0,0.0,784.0,True,True,True,1,1,1,0,1,1,plus bundle,0.0,EOD pms,0,0,0,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.0385679966517857,3105,3108
s00253748,253748.0,42026f29-055a-4e3f-9a27-550d58554433,ELIZABETH DOI DDS,Single,Single,Dental,Dental,Dental,False,False,single,2024-10-25,482.16,6268.08,2024-10-31,dentrixg5,dentrixg5,2025-02-10,WeavePlus - Pro,WeavePlus - Pro,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,254.0,632.0,406.0,335.0,96.0,0.0,412.0,True,True,True,1,1,1,0,1,1,plus bundle,0.0,EOD pms,0,0,0,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.0385679966517857,3106,3109
s00550058,550058.0,10a6aca2-3ce2-4ced-885e-d63447fc5436,Medina & Associates,Single,Single,Dental,Dental,Dental,False,False,single,2024-04-18,681.92,13093.28,2024-04-30,Eaglesoft 18,Eaglesoft 18,2024-04-22,WeavePlus - Elite,WeavePlus - Elite,Retain,,19.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2024-04-01,111.0,541.0,427.0,521.0,0.0,0.0,470.0,True,True,True,1,1,1,0,1,1,plus bundle,6.0,EOD pms,0,0,0,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.0385679966517857,3107,3110
s00563816,563816.0,e3543194-fe06-440d-af06-9e27b2bc0fb0,"Hamilton M. Sporborg, DDS",Single,Single,Dental,Dental,Dental,False,False,single,2024-05-08,656.51,12118.78,2024-05-31,macpractice,macpractice,2024-05-08,WeavePlus - Elite,WeavePlus - Elite,Retain,,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2024-05-01,221.0,1666.0,497.0,598.0,22.0,0.0,286.0,True,True,True,1,1,1,0,1,1,plus bundle,3.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2165,2456
s00311396,311396.0,be512d54-bafc-4303-9dcf-0738f5921a99,Tri Foot Care,Single,Single,Medical,Med-Rehab,Medical - Orthopedic,False,False,single,2022-09-26,460.92,9265.08,2024-04-30,drchrono,drchrono,2024-07-19,WeavePlus - Pro,WeavePlus - Pro,Retain,,19.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2024-05-01,209.0,378.0,344.0,265.0,115.0,0.0,212.0,True,True,True,1,1,1,0,1,1,plus bundle,4.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2166,2457
s00416361,416361.0,777e0b0b-0fa6-4aa1-b89c-72544186792c,"Todd K. Nakagawa, OD",Single,Single,Optometry,Optometry,,False,False,single,2024-02-16,681.92,14474.22,2024-02-29,Office Mate,Office Mate,2024-03-06,WeavePlus - Elite,WeavePlus - Elite,Retain,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,2024-02-01,172.0,452.0,559.0,448.0,0.0,0.0,339.0,True,True,True,1,1,1,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2167,2458
s00302072,302072.0,0225a74d-aa95-4565-8d8d-7d57696ba5bf,EAGLE DENTAL - BOURNE JAMES DDS,Single,Single,Dental,Dental,Dental,False,False,single,2024-10-21,516.97,6720.61,2024-10-31,dentrixg5,dentrixg5,2024-10-21,WeavePlus Software Only - Elite,WeavePlus Software Only - Elite,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,10.0,11.0,5.0,0.0,0.0,0.0,0.0,True,False,False,1,1,0,0,0,0,plus bundle,0.0,EOD pms,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.14327083333333332,1241,1005
s00066477,66477.0,d60f74b9-88c7-4fd5-8fb5-7b7a8702b4dd,Family Dental Choice,Single,Single,Dental,Dental,Dental,False,False,single,2024-02-23,756.33,15882.93,2024-02-29,curve,curve,2024-02-28,WeavePlus - Elite,WeavePlus - Elite,Retain,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-01-01,0.0,8.0,0.0,0.0,0.0,0.0,8.0,True,True,True,0,0,0,0,0,0,plus bundle,0.0,Others,0,0,0,all,0,0.3442622950819672,1,0.3333333333333333,0.3442622950819672,0.3442622950819672,294,400
s00609694,609694.0,c4b7bd46-3bac-4d28-b814-67293f0a7165,Atlas Eye Care & Eyewear,Single,Single,Optometry,Optometry,Optometry,False,False,single,2024-06-07,356.82,6179.94,2024-06-30,Revolution,Revolution,2024-06-13,WeavePlus - Pro,WeavePlus - Pro,Retain,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-06-01,6.0,7.0,50.0,69.0,0.0,0.0,5.0,True,True,True,0,0,0,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08374999999999999,1242,1541
s00550089,550089.0,bb2a9440-e062-4d64-89db-bdf52bad5fa9,Park View Orthodontics Of San Diego,Single,Single,Dental,Dental,Dental,False,False,single,2024-01-29,1094.2,12838.117,2024-01-31,cloud9,cloud9,2024-02-15,WeavePlus - Elite,WeavePlus - Elite,Retain,,22.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-01,216.0,684.0,333.0,213.0,71.0,9.0,565.0,True,True,True,1,1,1,0,1,1,plus bundle,5.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.06260312499999998,1243,2339
s00550089,550089.0,bb2a9440-e062-4d64-89db-bdf52bad5fa9,Park View Orthodontics Of San Diego,Single,Single,Dental,Dental,Dental,False,False,single,2024-01-29,1094.2,12838.117,2024-01-31,cloud9,cloud9,2024-02-15,WeavePlus - Elite,WeavePlus - Pro,Retain,,22.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-01,216.0,684.0,333.0,213.0,71.0,9.0,565.0,True,True,True,1,1,1,0,1,1,plus bundle,5.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.06260312499999998,1244,2340
s00550089,550089.0,bb2a9440-e062-4d64-89db-bdf52bad5fa9,Park View Orthodontics Of San Diego,Single,Single,Dental,Dental,Dental,False,False,single,2024-01-29,1094.2,12838.117,2024-01-31,cloud9,cloud9,2024-02-15,WeavePlus - Pro,WeavePlus - Elite,Retain,,22.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-01,216.0,684.0,333.0,213.0,71.0,9.0,565.0,True,True,True,1,1,1,0,1,1,plus bundle,5.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.06260312499999998,1245,2341
s00550089,550089.0,bb2a9440-e062-4d64-89db-bdf52bad5fa9,Park View Orthodontics Of San Diego,Single,Single,Dental,Dental,Dental,False,False,single,2024-01-29,1094.2,12838.117,2024-01-31,cloud9,cloud9,2024-02-15,WeavePlus - Pro,WeavePlus - Pro,Retain,,22.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-01,216.0,684.0,333.0,213.0,71.0,9.0,565.0,True,True,True,1,1,1,0,1,1,plus bundle,5.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.06260312499999998,1246,2342
s00360922,360922.0,19b214ac-bfae-4baa-8e55-4e3d668cbcbe,Smile Art Dental,Single,Single,Dental,Dental,Dental,False,False,single,2024-06-11,644.47,11069.99,2024-06-30,Eaglesoft 18,Eaglesoft 18,2024-08-19,WeavePlus - Elite,WeavePlus - Elite,Retain,,17.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-06-01,46.0,155.0,617.0,211.0,0.0,0.0,154.0,True,True,True,1,1,1,0,1,1,plus bundle,2.0,EOD pms,0,1,0,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.0385679966517857,3108,3111
s00512276,512276.0,bbec7389-59b1-4ce0-abef-371bd4b4588d,Keystone Family Dental,Single,Single,Dental,Dental,Dental,False,False,single,2024-05-31,474.47,8654.46,2024-05-31,Eaglesoft 18,Eaglesoft 18,2024-06-10,WeavePlus - Pro,WeavePlus - Pro,Retain,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-06-01,201.0,1407.0,508.0,298.0,147.0,0.0,1337.0,True,True,True,1,1,1,0,1,1,plus bundle,0.0,EOD pms,0,0,0,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.0385679966517857,3109,3112
s00179240,179240.0,2e4675c8-6982-450b-b66a-c5b56fe0f424,ATHENS ORAL SURGERY CENTER,Single,Single,Dental,Dental,Oral Surgery,False,False,single,2024-03-04,635.51,12710.2,2024-03-31,winomscloudv2,winomscloudv2,2024-03-26,WeavePlus - Elite,WeavePlus - Elite,Retain,,20.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-03-01,378.0,1326.0,1378.0,810.0,497.0,0.0,942.0,True,True,True,1,1,1,0,1,1,plus bundle,4.0,Others,0,1,0,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.033537388392857144,3110,3530
s00530198,530198.0,9a3e116e-404f-4707-87ab-fcafbee8583c,Arizona Heart Rhythm Center,Single,Single,Medical,Med-Rehab,Primary Care,False,False,single,2024-03-01,561.82,12692.4,2024-03-31,athenahealth,athenahealth,2024-03-26,WeaveCore - Elite,WeaveCore - Elite,Retain,,20.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,2024-03-01,1620.0,5626.0,5768.0,3710.0,2315.0,0.0,2315.0,False,True,True,1,1,1,0,1,1,core bundle,1.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1247,1724
s00170795,170795.0,1cdc65f3-f40e-44d6-86a8-0fe23ec24e2c,Evergreen Dental Care,Single,Single,Dental,Dental,Dental,False,False,single,2024-10-11,606.82,7907.66,2024-10-31,Eaglesoft 18,Eaglesoft 18,2025-02-05,WeavePlus Software Only - Elite,WeavePlus Software Only - Elite,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True,True,True,0,0,0,0,0,0,plus bundle,0.0,EOD pms,0,0,0,all,0,0.3442622950819672,1,0.3333333333333333,0.3442622950819672,0.39590163934426226,295,270
s00629947,629947.0,872445ea-241a-4fb8-8192-8d1331e4385d,Danny Shiri DDS,Single,Single,Dental,Dental,Dental,False,False,single,2024-06-25,643.62,9250.04,2024-06-30,dentrixg5,dentrixg5,2024-07-10,WeavePlus - Pro,WeavePlus - Pro,Retain,,17.0,2.0,1.0,10.0,1.0,4.0,2.0,2.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,1.0,2024-06-01,51.0,98.0,241.0,129.0,0.0,0.0,27.0,True,True,True,1,1,1,0,1,1,plus bundle,14.0,EOD pms,0,0,1,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.0385679966517857,3111,3113
s00614224,614224.0,15f0c147-06fa-4366-9567-ce5579bf57a0,Mercer Family Dentistry,Single,Single,Dental,Dental,Dental,False,False,single,2024-07-16,658.47,10611.52,2024-07-31,opendental,opendental,2024-07-23,WeavePlus - Elite,WeavePlus - Elite,Retain,,16.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-07-01,92.0,416.0,217.0,93.0,0.0,0.0,393.0,True,True,True,1,1,1,0,1,1,plus bundle,5.0,EOD pms,0,0,1,all,0,0.02631578947368421,0,0.3333333333333333,0.02631578947368421,0.011367409539473681,3609,3610
s00512780,512780.0,5f4bf6d7-1f0d-4c4c-8f1f-3d0ac704454d,Rivers Edge Dental,Single,Single,Dental,Dental,Dental,False,False,single,2024-02-15,644.47,11791.87,2024-02-29,dentrixg5,dentrixg5,2024-02-15,WeavePlus - Elite,WeavePlus - Elite,Retain,,21.0,2.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2024-02-01,129.0,312.0,481.0,311.0,0.0,0.0,146.0,True,True,True,1,1,1,0,1,1,plus bundle,8.0,EOD pms,0,0,0,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.0385679966517857,3112,3114
s00260561,260561.0,afa94bc2-3213-4fa6-93ce-fc7357aa9f88,PARK LANE ALLERGY AND ASTHMA CENTER,Single,Single,Medical,Med-Rehab,Allergy,False,False,single,2024-05-22,516.97,9419.46,2024-05-31,drchrono,drchrono,2024-05-30,WeavePlus - Elite,WeavePlus - Elite,Retain,,18.0,20.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,3.0,4.0,4.0,1.0,0.0,13.0,0.0,2024-05-01,107.0,234.0,349.0,209.0,36.0,9.0,65.0,True,True,True,1,1,1,0,1,1,plus bundle,25.0,Others,0,1,0,all,0,0.0,0,0.3333333333333333,0.0,0.0,3785,3785
s00564685,564685.0,f7ab1d11-cf93-4504-bcdc-92beaebf9cf9,Huma-Netics,Single,Single,Medical,Med-Cosmetic,Med Spa,False,False,single,2024-03-05,389.47,7934.75,2024-03-31,drchrono,drchrono,2024-03-07,WeavePlus - Pro,WeavePlus - Pro,Retain,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-03-01,158.0,272.0,383.0,45.0,77.0,61.0,147.0,True,True,True,1,1,1,1,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2168,2459
s00166537,166537.0,2b166f61-5b02-4959-a710-3f0941eadd48,CHARLES STREET DENTAL,Single,Single,Dental,Dental,Dental,False,False,single,2024-07-30,303.92,4938.72,2024-07-31,dentrixg5,dentrixg5,2024-08-15,WeavePlus - Essentials,WeavePlus - Essentials,Retain,,16.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-08-01,20.0,53.0,1748.0,124.0,0.0,0.0,6.0,True,False,True,1,1,0,0,1,1,plus bundle,6.0,EOD pms,1,0,0,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.0385679966517857,3113,3115
s00077894,77894.0,49ed0d00-123a-4ce0-a939-b7af09c17024,Howard Beach Dental Associates,Single,Single,Dental,Dental,Dental,False,False,single,2024-05-16,644.47,9074.36,2024-05-31,dentrixg5,dentrixg5,2024-06-04,WeavePlus - Elite,WeavePlus - Elite,Retain,,18.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-04-01,252.0,1101.0,2205.0,1270.0,0.0,0.0,1072.0,True,True,False,1,1,1,0,1,1,plus bundle,1.0,EOD pms,0,0,0,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.0385679966517857,3114,3116
s00563893,563893.0,1b9af286-6167-4d97-b5a4-56c354a98095,Norwood Dental Center PC,Single,Single,Dental,Dental,Dental,False,False,single,2024-02-12,607.02,12869.02,2024-02-29,Eaglesoft 18,Eaglesoft 18,2024-02-12,WeavePlus - Elite,WeavePlus - Elite,Retain,,21.0,2.0,1.0,0.0,3.0,1.0,7.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2024-02-01,37.0,87.0,333.0,255.0,14.0,0.0,59.0,True,True,True,1,1,1,0,1,1,plus bundle,6.0,EOD pms,0,1,0,all,0,0.02631578947368421,0,0.3333333333333333,0.02631578947368421,0.011367409539473681,3610,3611
s00541195,541195.0,9324e306-02db-49a6-9cbe-a8e6f7b9ecf2,Stellar Pain and Spine,Single,Single,Medical,Med-Rehab,Medical - Other,False,False,single,2024-01-11,456.82,12428.04,2024-01-31,drchrono,drchrono,2024-01-18,WeavePlus - Pro,WeavePlus - Pro,Retain,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,1.0,,,,2023-11-01,0.0,0.0,4.0,0.0,0.0,0.0,0.0,True,True,False,0,0,0,0,0,0,plus bundle,0.0,Others,0,0,0,all,0,0.3442622950819672,1,0.3333333333333333,0.3442622950819672,0.3442622950819672,296,401
s00530556,530556.0,230ee87b-5737-465a-a6f8-047493e9344b,Sound Health Care Center,Single,Single,Medical,Med-Rehab,Primary Care,False,False,single,2024-03-29,346.97,6737.78,2024-04-30,athenahealth,athenahealth,2024-04-08,WeaveCore Software Only - Elite,WeaveCore Software Only - Elite,Retain,,19.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-04-01,871.0,4604.0,0.0,0.0,0.0,0.0,14.0,False,False,False,1,1,1,0,0,0,core bundle,6.0,Others,0,0,0,all,0,0.3442622950819672,1,0.3333333333333333,0.3442622950819672,0.33453688524590164,297,543
s00310540,310540.0,76d113c1-5e6f-4ff5-bd85-5eb413267fc7,Arise Dental,Single,Single,Dental,Dental,Dental,False,False,single,2024-06-03,706.64,10329.04,2024-06-30,opendental,opendental,2024-06-25,WeavePlus - Elite,WeavePlus - Elite,Retain,,17.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-06-01,20.0,175.0,679.0,697.0,0.0,0.0,111.0,True,True,True,1,1,1,0,1,1,plus bundle,5.0,EOD pms,0,0,0,all,0,0.02631578947368421,0,0.3333333333333333,0.02631578947368421,0.011367409539473681,3611,3612
s00073077,73077.0,cdd910be-7465-4ff1-a166-e6d3cac8e1bc,Dr. Karl G. Espeleta,Single,Single,Dental,Dental,Dental,False,False,single,2024-05-09,556.79,10136.22,2024-05-31,dentrixg5,dentrixg5,2024-06-10,WeavePlus - Pro,WeavePlus - Pro,Retain,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,2024-05-01,4.0,7.0,105.0,90.0,0.0,0.0,0.0,True,True,True,0,0,0,0,1,1,plus bundle,0.0,EOD pms,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.0855019132653061,2169,1429
s00647384,647384.0,0781e517-2392-4156-abcb-e9ee839efea0,Animal Works,Single,Single,Veterinary,Veterinary,Vet Hospital,False,False,single,2024-08-14,506.81,7602.15,2024-08-31,navetor,navetor,2024-08-14,WeavePlus - Pro,WeavePlus - Pro,Retain,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-08-01,73.0,130.0,440.0,527.0,0.0,0.0,0.0,True,True,True,1,1,0,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2170,2460
s00564918,564918.0,433ab22f-f40b-4c48-898a-da77f65a6c69,"Dr. Charles Kattan DPM, Kattan Podiatry P.C.",Single,Single,Medical,Med-Rehab,Podiatry,False,False,single,2024-03-31,427.81,8784.41,2024-03-31,modmed,modmed,2024-03-18,WeavePlus - Pro,WeavePlus - Pro,Retain,,20.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2024-03-01,20.0,155.0,441.0,307.0,42.0,0.0,137.0,True,True,True,1,1,1,0,1,1,plus bundle,3.0,Others,0,1,0,all,0,0.12723990728909657,0,0.3333333333333333,0.12723990728909657,0.047793694926046335,3047,3057
