SLUG,FINANCE_ID,LOCATION_ID,LOCATION_NAME,BUSINESS_SEGMENT_BY_HIERARCHY_ACTIVE,BUSINESS_SEGMENT_BY_HIERARCHY_TOTAL,CORE_INDUSTRY,CORE_SUB_INDUSTRY,SPECIALTY,IS_PARENT_ACCOUNT,IS_SATELLITE,LOCATION_TYPE,BILLING_START_DATE,STARTING_MRR,LIFETIME_VALUE,FIRST_MRR_MONTH,PRACTICE_MANAGEMENT_SOFTWARE,INTEGRATIONS,ONBOARDING_HANDOFF_DATE,STARTING_BUNDLE,END_BUNDLE,CHURN_OR_RETAIN,CHURN_MONTH,LIFETIME_MONTHS,WEEK_1_CASES,WEEK_2_CASES,WEEK_3_CASES,WEEK_4_CASES,WEEK_5_CASES,WEEK_6_CASES,WEEK_7_CASES,WEEK_8_CASES,WEEK_9_CASES,WEEK_10_CASES,WEEK_11_CASES,WEEK_12_CASES,REASON_BILLING,REASON_PHONE_SYSTEM,REASON_DATA_SYNC,FIRST_USAGE_REPORT_MONTH,FIRST_INBOUND_SMS_COUNT,FIRST_OUTBOUND_SMS_COUNT,FIRST_INBOUND_CALL_COUNT,FIRST_OUTBOUND_CALL_COUNT,FIRST_MISSED_CALL_SMS_COUNT,FIRST_MISSED_TEXT_SMS_COUNT,FIRST_AUTOMATED_SMS_COUNT,FIRST_APPOINTMENT_REMINDERS_ACCESS,FIRST_MISSED_CALL_TEXT,FIRST_MISSED_TEXT_TEXT,SWAT_CASE_ID,SWAT_CASE_STATUS,SWAT_CASE_CREATED_DATE,SWAT_CANCEL_SUMMARY,SWAT_CANCELLATION_REASON,SWAT_CANCELLATION_SUBREASON
s00444074,444074.0,792651d2-5f2e-4d8d-a4d0-a493db5e1daf,Hutto - The Ranch Orthodontics,Multi,Multi,Dental,Dental,Orthodontic,False,False,databeta-child,2024-09-18,385.19,5731.32000,2024-09-30,Ortho II Edge (cloud),,2024-12-03,WeaveCore - Elite,WeaveCore - Elite,Retain,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-09-01,16.0,46.0,525.0,66.0,0.0,0.0,0.0,False,True,True,,,,,,
s00546787,546787.0,d996bc2c-83c6-40ae-a3c9-e37b8614009d,RenewMD - Stockton,Multi,Multi,Medical,Med-Cosmetic,Med Spa,True,False,databeta-child,2024-01-16,456.82,10221.04000,2024-01-31,PatientNow,,2024-01-26,WeaveCore - Elite,WeaveCore - Elite,Retain,,22.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2024-01-01,212.0,273.0,353.0,104.0,0.0,0.0,0.0,False,True,True,,,,,,
s00652631,652631.0,c45b582a-4cdc-40ba-84f0-c1e21073d23b,Children's Dental Center,Enterprise,Enterprise,Dental,Dental,Pediatric Dentistry,False,False,unify-child,2024-10-25,470.82,6120.66000,2024-10-31,Dentrix G7,,2024-11-14,WeavePlus - Pro,WeavePlus - Pro,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,58.0,270.0,817.0,742.0,0.0,0.0,112.0,True,True,True,,,,,,
s00275361,275361.0,9fd981da-b027-447f-bfb4-e3e86eacda8b,MOTION SENSE THERAPY & PERFORMANCE,Single,Single,Medical,Med-Rehab,Physical Therapy,False,False,single,2024-06-19,206.82,3515.94000,2024-06-30,Prompt Therapy Solutions,,2024-08-16,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-06-01,1.0,1.0,33.0,14.0,0.0,0.0,0.0,False,False,True,,,,,,
s00238635,238635.0,37483289-ac96-4873-89f5-4b081ddc15f0,POINTE DENTAL GROUP - Shelby Township,Multi,Multi,Dental,Dental,Dental,False,False,databeta-child,2024-04-26,730.92,14024.28000,2024-04-30,Dentrix G6.2-7,,2024-05-08,WeavePlus - Elite,WeavePlus - Elite,Retain,,19.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,7.0,0.0,4.0,1.0,2024-05-01,502.0,1917.0,2106.0,1688.0,0.0,0.0,1775.0,True,True,True,,,,,,
s00252265,252265.0,15092559-c96b-42fc-b994-54c306d5d75a,West Michigan Oral & Maxillofacial Surgery - Grandville,Multi,Multi,Dental,Dental,Oral Surgery,False,False,databeta-child,2024-04-17,744.92,9219.83000,2024-04-30,WinOMS,,2024-05-29,WeavePlus - Elite,WeavePlus - Elite,Retain,,19.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,2.0,2.0,0.0,,,,2024-04-01,28.0,206.0,826.0,232.0,0.0,0.0,90.0,True,True,True,,,,,,
s00099147,99147.0,10ccb86c-60d1-4c8a-9eb9-5b0f496ee132,Cy-Fair Animal Hospital - Louetta,Multi,Multi,Veterinary,Veterinary,Vet Hospital,False,False,databeta-child,2024-03-26,676.82,13472.26000,2024-03-31,ezyVet (Idexx),,2024-06-14,WeaveCore - Elite,WeaveCore - Elite,Retain,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-03-01,0.0,0.0,870.0,323.0,0.0,0.0,0.0,False,True,True,,,,,,
s00629321,629321.0,d72e1cb9-a364-4071-93e6-4a7cee1cdc9b,Movahed OMS - Walnut Creek,Multi,Multi,Dental,Dental,Oral Surgery,False,False,databeta-child,2024-08-30,757.08,11413.20000,2024-08-31,,,2024-10-08,WeavePlus - Elite,WeavePlus - Elite,Retain,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-09-01,1.0,1.0,5.0,29.0,0.0,0.0,0.0,True,True,True,,,,,,
s00610780,610780.0,d7d08eab-2c41-4449-a36e-c17123afd651,Anytime Fitness Heights,Single,Single,Other,Other,Other,False,False,single,2024-04-24,257.81,4936.39000,2024-04-30,Other (If not listed fill out Slack Workflow #partner-request),,2024-04-30,WeaveCore - Pro,WeaveCore - Pro,Retain,,19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-04-01,6.0,11.0,43.0,15.0,2.0,1.0,3.0,False,False,True,,,,,,
s00517093,517093.0,5c824371-9030-4da4-8d7a-7514065b6ebc,Dental Implant Surgery Center - Plano,Multi,Multi,Dental,Dental,Dental,False,False,databeta-child,2024-03-28,756.82,12608.90000,2024-03-31,Dentrix G6.2-7,,2024-04-18,WeavePlus - Elite,WeavePlus - Elite,Retain,,20.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-01,74.0,208.0,719.0,332.0,0.0,0.0,175.0,True,True,True,,,,,,
s00402451,402451.0,55d85ff8-4d2d-4962-be26-c93b79c15028,Active Family Wellness Center: Dr. Kenyon Godwin,Single,Single,Medical,Med-Rehab,Chiropractic,False,False,single,2024-08-01,356.82,5409.30000,2024-08-31,Jane,,2024-09-17,WeaveCore - Pro,WeaveCore - Pro,Retain,,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-01,87.0,311.0,496.0,292.0,308.0,0.0,308.0,False,True,True,,,,,,
s00118301,118301.0,41c0a417-d43a-40af-b0ca-f19641e95267,Atlanta Orthodontic Specialists - MQ,Multi,Multi,Dental,Dental,Orthodontic,False,False,databeta-child,2024-01-30,606.86,13517.96000,2024-01-31,TOPS Ortho,,2024-03-22,WeaveCore - Elite,WeaveCore - Elite,Retain,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,2024-02-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,True,,,,,,
s00293090,293090.0,93bcfc7f-c6f7-4614-80fe-a02c14ef00db,Dental Implant Surgery Center - Argyle,Multi,Multi,Dental,Dental,Endodontics,False,False,databeta-child,2024-03-27,756.82,13937.90000,2024-03-31,Open Dental,,2024-04-18,WeavePlus - Elite,WeavePlus - Elite,Retain,,20.0,0.0,1.0,1.0,4.0,6.0,5.0,8.0,7.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,2024-04-01,28.0,81.0,451.0,69.0,0.0,0.0,56.0,True,True,True,,,,,,
s00238648,238648.0,4cf645b1-4aa8-4016-945b-7e26a398e804,Dallas H Hickle DDS - Novato,Multi,Multi,Dental,Dental,Oral Surgery,False,False,databeta-child,2024-05-29,563.82,10262.76000,2024-05-31,WinOMS,,2024-06-04,WeavePlus - Pro,WeavePlus - Pro,Retain,,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-05-01,27.0,40.0,472.0,62.0,0.0,0.0,0.0,True,True,True,,,,,,
s00129227,129227.0,c5e93ee9-7074-4699-8cc9-28c678a17bc9,Heritage Dental Center- Hebron,Multi,Multi,Dental,Dental,Dental,False,False,databeta-child,2024-01-31,289.39,6366.56980,2024-01-31,Dentrix Ascend,,2024-08-12,WeavePlus - Essentials,WeavePlus - Essentials,Retain,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,,,,2024-02-01,1.0,9.0,538.0,18.0,0.0,0.0,0.0,True,False,True,,,,,,
s00646711,646711.0,b648b0aa-501e-4e5c-9068-7d2f2d95f435,Preferred Healthcare Advanced Mobile Wound Care,Single,Single,Medical,Med-Cosmetic,Medical - Other,False,False,single,2024-08-27,206.82,5130.30000,2024-08-31,Ophy Care,,2024-10-28,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-08-01,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,False,True,,,,,,
s00645998,645998.0,968dac08-77c2-4f02-888b-9b3cbe193bd7,"Dawn R. Buratti, D.P.M",Single,Single,Medical,Med-Rehab,Podiatry,False,False,single,,411.92,7023.16520,2024-07-31,PracticeFusion,,2024-08-06,WeaveCore - Pro,WeaveCore - Pro,Retain,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-07-01,0.0,0.0,1.0,2.0,0.0,0.0,0.0,False,True,True,,,,,,
s00369180,369180.0,5f10b3eb-b3d1-463f-ab0b-e81232389090,Woodland West Animal Hospital,Multi,Multi,Veterinary,Veterinary,,False,False,single,2024-03-28,557.82,6102.40000,2024-03-31,ezyVet (Idexx),,2024-04-09,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,20.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-04-01,39.0,0.0,6814.0,2800.0,0.0,0.0,0.0,True,True,False,,,,,,
s00364245,364245.0,b56b6d1f-3e1a-4ab4-811c-6157ce9f5648,Gateway Dental Care (Ten Mile Rd),Multi,Multi,Dental,Dental,,False,False,databeta-child,,644.47,9667.05000,2024-08-31,PracticeWorks 7,,2024-08-29,WeavePlus - Elite,WeavePlus - Elite,Retain,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-08-01,2.0,6.0,28.0,21.0,0.0,0.0,4.0,True,True,True,,,,,,
s00538394,538394.0,ab8c0b94-2e7b-4787-8dca-077c4d162f7a,Natural State Aesthetics,Single,Single,Medical,Med-Rehab,Med Spa,False,False,single,2024-03-27,281.81,5636.16000,2024-03-31,Mangomint,,2024-04-25,WeaveCore - Pro,WeaveCore - Pro,Retain,,20.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,,,,,,
s00622196,622196.0,49bda38b-bf09-4679-81b6-c513694c9ced,Newnan Dermatology,Multi,Multi,Medical,Med-Cosmetic,Dermatology,False,False,databeta-child,2024-07-22,688.92,11955.12000,2024-07-31,Modernizing Medicine,,2024-07-25,WeavePlus - Elite,WeavePlus - Elite,Retain,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-07-01,350.0,1213.0,676.0,215.0,222.0,0.0,989.0,True,True,True,,,,,,
s00557880,557880.0,5ebaf60e-1f8b-492d-86cd-1aeaf42df0bb,Pryme Foot & Ankle Center,Multi,Multi,Medical,Med-Rehab,Podiatry,False,False,databeta-child,2024-08-09,456.82,6852.30000,2024-08-31,NextGen Enterprise - Please ensure,,2024-08-21,WeaveCore - Pro,WeaveCore - Pro,Retain,,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-08-01,14.0,23.0,583.0,164.0,0.0,0.0,0.0,False,True,True,,,,,,
s00421837,421837.0,d3300719-eebc-4e62-b43a-8e31895a1f06,Beach Eye Medical Group - Long Beach,Multi,Multi,Optometry,Optometry,Optometry,False,False,databeta-child,2024-07-31,742.47,11642.12000,2024-07-31,AdvancedMD,,2024-09-12,WeavePlus - Elite,WeavePlus - Elite,Retain,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-08-01,103.0,678.0,1483.0,532.0,0.0,0.0,638.0,True,True,True,,,,,,
s00558332,558332.0,889f8144-7226-48d3-845b-3146e66e0698,Deptford - Kool Koala Pediatric and Adolescent Dentistry,Multi,Multi,Dental,Dental,Pediatric Dentistry,False,False,databeta-child,2024-05-28,580.81,10464.09340,2024-05-31,Eaglesoft 18/19/20/21,,2024-07-11,WeavePlus - Elite,WeavePlus - Elite,Retain,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-05-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,,,,,,
s00558572,558572.0,5adb38d6-882d-41ec-b4b0-d8f71f4c2fa2,Lancaster Optometry,Single,Multi,Optometry,Optometry,Optometry,False,False,databeta-child,2024-03-21,622.00,12580.22000,2024-03-31,RevolutionEHR,,2024-03-27,WeavePlus - Elite,WeavePlus - Elite,Retain,,20.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,,,,2024-03-01,18.0,220.0,563.0,149.0,0.0,0.0,204.0,True,True,True,,,,,,
s00576626,576626.0,2a56ba10-5f20-4b44-9f5a-da4c94b4b19f,Greenfield Family Healthcare,Single,Single,Medical,Med-Rehab,Primary Care,False,False,single,2024-07-11,456.82,7385.12000,2024-07-31,Collaborative MD,,2024-07-18,WeaveCore - Pro,WeaveCore - Pro,Retain,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-07-01,39.0,144.0,996.0,390.0,92.0,20.0,112.0,False,True,True,,,,,,
s00481024,481024.0,6ec8f891-d2a8-4d00-a081-97db20727803,Ritu Suri MD & Associates,Single,Single,Medical,Med-Rehab,Primary Care,False,False,single,2024-06-28,335.92,5710.64000,2024-06-30,Glenwood Systems,,2024-07-05,WeaveCore - Pro,WeaveCore - Pro,Retain,,17.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-01,208.0,406.0,2186.0,2149.0,270.0,0.0,270.0,False,True,True,,,,,,
s00652640,652640.0,4a39753a-ae8d-424c-8b64-c2b9904f8b3b,Forrest Family Chiropractic,Single,Single,Medical,Med-Rehab,Chiropractic,False,False,single,2024-09-30,321.92,4544.88000,2024-09-30,Platinum EMR (Chiropractic),,2024-10-10,WeaveCore - Pro,WeaveCore - Pro,Retain,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,33.0,111.0,251.0,63.0,87.0,0.0,87.0,False,True,True,,,,,,
s00437495,437495.0,eb00d6e0-a5ef-49b2-a357-ee08490f555f,Affordable Dentures & Implants (North Dallas),Enterprise,Enterprise,Dental,Dental,Other,False,False,unify-child,2024-06-07,712.82,11269.94000,2024-06-30,Dentrix Enterprise,,2024-06-24,WeavePlus - Elite,WeavePlus - Elite,Retain,,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-01,284.0,1080.0,794.0,371.0,231.0,0.0,745.0,True,True,True,,,,,,
s00641076,641076.0,70b1931d-4579-4f5e-9eff-3ab715e01507,Hospice of Lake Cumberland - Monticello,Multi,Multi,Medical,Med-Rehab,,False,False,databeta-child,2024-07-30,406.82,6585.12000,2024-07-31,WellSky,,2024-08-07,WeaveCore - Pro,WeaveCore - Pro,Retain,,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-01,1.0,1.0,224.0,38.0,0.0,0.0,0.0,False,True,True,,,,,,
s00639873,639873.0,e5552c54-92cf-41cd-90fb-f916b9aa7361,The Chiropractic Element,Single,Single,Medical,Med-Rehab,Chiropractic,False,False,single,,356.82,6034.12000,2024-07-31,ChiroSpring,,2024-08-20,WeaveCore - Pro,WeaveCore - Pro,Retain,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-07-01,177.0,431.0,180.0,21.0,36.0,21.0,57.0,False,True,True,,,,,,
s00496026,496026.0,7d094196-2a83-4273-9620-a67fe765266d,Chatham Oral & Maxillofacial Surgery (Rincon),Multi,Multi,Dental,Dental,,False,False,databeta-child,2024-04-30,756.81,14525.71000,2024-04-30,WinOMS,,2024-06-25,WeavePlus - Elite,WeavePlus - Elite,Retain,,19.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-05-01,80.0,1430.0,25.0,119.0,0.0,0.0,1335.0,True,True,True,,,,,,
s00255614,255614.0,6b025868-10b7-4784-8caa-bc88795ea067,DEARING & JONES ORTHODONTICS,Multi,Multi,Dental,Dental,Orthodontic,False,False,databeta-child,2024-03-15,695.92,14072.30000,2024-03-31,Oasys,,2024-04-29,WeavePlus - Elite,WeavePlus - Elite,Retain,,20.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2024-03-01,622.0,2187.0,332.0,124.0,72.0,0.0,1493.0,True,True,True,,,,,,
s00211293,211293.0,fc9cbd9a-9df5-4b8b-9264-c72aa0273f55,"Endodontics Specialists, LLC",Single,Single,Dental,Dental,Endodontics,False,False,single,2024-02-28,567.92,7082.52000,2024-02-29,PBS Endo,,2024-06-04,WeaveCore - Elite,WeaveCore - Elite,Retain,,21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,2024-03-01,103.0,407.0,1284.0,1199.0,352.0,0.0,352.0,False,True,True,,,,,,
s00333317,333317.0,be961281-5425-4f8c-bbbc-7900acf4bc70,Dermatology Limited - Media,Multi,Multi,Medical,Med-Cosmetic,Dermatology,False,False,databeta-child,2024-09-13,753.37,11144.18000,2024-09-30,Nextech,,2024-10-17,WeavePlus - Pro,WeavePlus - Pro,Retain,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-09-01,719.0,1419.0,4322.0,18.0,0.0,0.0,1309.0,True,True,True,,,,,,
s00646834,646834.0,41e36692-c58f-48cd-88b4-66ccb6012668,Arkansas Retina Clinic- Fort Smith,Multi,Multi,Optometry,Optometry,Ophthalmology,False,False,single,2024-08-21,561.82,8484.30000,2024-08-31,Management Plus,,2024-08-27,WeaveCore - Pro,WeaveCore - Pro,Retain,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-08-01,7.0,2.0,512.0,330.0,0.0,0.0,0.0,False,True,True,,,,,,
s00102981,102981.0,d0466cfa-b6a1-438f-9522-867b51e574ee,Idaho Pain Clinic,Multi,Multi,Medical,Med-Rehab,Medical - Other,False,False,databeta-child,2024-09-23,306.82,4333.48000,2024-09-30,AdvancedMD,,2024-10-22,WeavePlus Software Only - Pro,WeavePlus Software Only - Pro,Retain,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-09-01,3.0,0.0,15.0,0.0,0.0,0.0,0.0,True,False,False,,,,,,
s00563735,563735.0,77a6b0f6-c8f9-4c33-874a-0c9a708feb1f,Genesis Health and Wellness,Single,Single,Medical,Med-Rehab,Chiropractic,False,False,single,2024-02-27,456.82,9764.22000,2024-02-29,ChiroTouch,,2024-04-23,WeaveCore - Elite,WeaveCore - Elite,Retain,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-02-01,12.0,20.0,25.0,3.0,3.0,0.0,3.0,False,True,True,,,,,,
s00649003,649003.0,005232ff-81f2-4bb9-8016-837a824d1595,The Skin People Dermatology,Single,Single,Medical,Med-Cosmetic,Dermatology,False,False,single,,389.47,6129.55000,2024-08-31,EZDERM,,2024-08-23,WeaveCore - Pro,WeaveCore - Pro,Retain,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-08-01,185.0,517.0,550.0,337.0,157.0,0.0,157.0,False,True,True,,,,,,
s00189564,189564.0,31bccffe-fc1e-4d46-b2a8-230b611d9578,Yardley Eye Care at Washington Crossing,Multi,Multi,Optometry,Optometry,Optometry,False,False,databeta-child,2024-09-30,382.32,3988.69750,2024-09-30,RevolutionEHR,,2024-10-22,WeavePlus - Elite,WeavePlus - Elite,Retain,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,260.0,1288.0,479.0,89.0,0.0,0.0,1172.0,True,True,True,,,,,,
s00186571,186571.0,1231e7ee-4edd-4c33-9c82-ac0db4dacab9,Atlanta Dermatology & Aesthetics,Multi,Multi,Medical,Med-Cosmetic,Dermatology,False,False,databeta-child,2024-09-25,709.92,7636.88000,2024-09-30,Unknown (DO NOT SELECT UNLESS YOU DO NOT KNOW),,2024-11-19,WeavePlus - Elite,WeavePlus - Elite,Retain,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-09-01,45.0,151.0,636.0,447.0,136.0,0.0,136.0,True,True,True,,,,,,
s00629082,629082.0,a7e66380-5eb3-475d-8340-10b7b499e454,Disc Centers of America Tampa,Single,Single,Medical,Med-Rehab,Chiropractic,False,False,single,2024-08-05,406.80,6159.00000,2024-08-31,Unknown (DO NOT SELECT UNLESS YOU DO NOT KNOW),,2024-08-16,WeaveCore - Elite,WeaveCore - Elite,Retain,,15.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-01,73.0,221.0,139.0,138.0,106.0,0.0,106.0,False,True,True,,,,,,
s00116267,116267.0,d0f963c8-0cac-4de7-90c7-d0a0e362db4e,Dr. Michael Teichman,Multi,Multi,Dental,Dental,Orthodontic,False,False,databeta-child,2024-03-12,556.82,11573.40000,2024-03-31,Orthotrac (Server),,2024-04-26,WeavePlus - Pro,WeavePlus - Pro,Retain,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-03-01,331.0,927.0,302.0,107.0,0.0,0.0,709.0,True,True,True,,,,,,
s00455241,455241.0,85fbba6e-a98b-44a4-9e52-b0964191b100,Clifton Nakatani DDS MSD and Bridget Faltas DDS MS,Enterprise,Enterprise,Dental,Dental,Dental,False,False,databeta-child,2024-01-19,471.82,11442.04000,2024-01-31,Open Dental,,2024-02-19,WeavePlus - Pro,WeavePlus - Pro,Retain,,22.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,3.0,3.0,281.0,413.0,0.0,0.0,0.0,True,True,False,,,,,,
s00643253,643253.0,6e564714-dc66-444b-94f3-9aa2f5359682,Nostlgc Eyewear,Multi,Multi,Optometry,Optometry,Optometry,False,False,databeta-child,2024-06-26,392.12,6780.04000,2024-06-30,Crystal PM,,2024-07-09,WeavePlus - Pro,WeavePlus - Pro,Retain,,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-01,0.0,1.0,40.0,7.0,0.0,0.0,0.0,True,True,True,,,,,,
s00613687,613687.0,7265232b-6380-4907-9742-b6582955aff8,Highline Family Dentistry,Single,Single,Dental,Dental,Dental,False,False,single,2024-05-07,556.82,10136.76000,2024-05-31,practiceworkscloudv2,practiceworkscloudv2,2024-05-08,WeavePlus - Pro,WeavePlus - Pro,Retain,,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-01,233.0,981.0,326.0,137.0,120.0,0.0,867.0,True,True,True,,,,,,
s00542595,542595.0,dc4d0894-e663-40d2-9d5e-73c80861de72,Inner Harmony Wellness,Single,Single,Medical,Med-Rehab,Medical - Other,False,False,single,2024-01-25,456.82,10221.04000,2024-01-31,mindbodyV6,mindbodyV6,2024-02-19,WeavePlus - Pro,WeavePlus - Pro,Retain,,22.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2024-01-01,2.0,5.0,11.0,1.0,4.0,0.0,4.0,True,True,True,,,,,,
s00415524,415524.0,be3ae9c3-194e-411c-aec4-871456b814a7,Pacific Dental Care - Rosamond Office,Multi,Multi,Dental,Dental,Dental,False,False,single,2024-03-13,406.82,11157.40000,2024-03-31,Eaglesoft 18,Eaglesoft 18,2024-03-25,WeavePlus - Pro,WeavePlus - Pro,Retain,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-03-01,3.0,0.0,512.0,190.0,0.0,0.0,0.0,True,True,False,,,,,,
s00632134,632134.0,50d30590-6b22-445c-8e0c-ed2cce2ab1dd,Designed To Move Chiropractic,Single,Single,Medical,Med-Rehab,Chiropractic,False,False,single,2024-09-11,321.92,4544.88000,2024-09-30,Jane,,2024-09-19,WeaveCore - Pro,WeaveCore - Pro,Retain,,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-01,54.0,63.0,76.0,8.0,14.0,0.0,14.0,False,True,True,,,,,,
s00642902,642902.0,9c993186-16ae-4013-baf1-ed4d9737e195,Enhanced Eye Care,Multi,Multi,Optometry,Optometry,Optometry,False,False,databeta-child,,186.92,3477.64000,2024-06-30,EyeFinity EPM,,2024-08-07,WeavePlus Software Only - Essentials,WeavePlus Software Only - Essentials,Retain,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-06-01,63.0,199.0,0.0,0.0,0.0,0.0,168.0,True,False,False,,,,,,
