SLUG,FINANCE_ID,LOCATION_ID,LOCATION_NAME,BUSINESS_SEGMENT_BY_HIERARCHY_ACTIVE,BUSINESS_SEGMENT_BY_HIERARCHY_TOTAL,CORE_INDUSTRY,CORE_SUB_INDUSTRY,SPECIALTY,IS_PARENT_ACCOUNT,IS_SATELLITE,LOCATION_TYPE,BILLING_START_DATE,STARTING_MRR,LIFETIME_VALUE,FIRST_MRR_MONTH,PRACTICE_MANAGEMENT_SOFTWARE,INTEGRATIONS,ONBOARDING_HANDOFF_DATE,STARTING_BUNDLE,END_BUNDLE,CHURN_OR_RETAIN,CHURN_MONTH,LIFETIME_MONTHS,WEEK_1_CASES,WEEK_2_CASES,WEEK_3_CASES,WEEK_4_CASES,WEEK_5_CASES,WEEK_6_CASES,WEEK_7_CASES,WEEK_8_CASES,WEEK_9_CASES,WEEK_10_CASES,WEEK_11_CASES,WEEK_12_CASES,REASON_BILLING,REASON_PHONE_SYSTEM,REASON_DATA_SYNC,FIRST_USAGE_REPORT_MONTH,FIRST_INBOUND_SMS_COUNT,FIRST_OUTBOUND_SMS_COUNT,FIRST_INBOUND_CALL_COUNT,FIRST_OUTBOUND_CALL_COUNT,FIRST_MISSED_CALL_SMS_COUNT,FIRST_MISSED_TEXT_SMS_COUNT,FIRST_AUTOMATED_SMS_COUNT,FIRST_APPOINTMENT_REMINDERS_ACCESS,FIRST_MISSED_CALL_TEXT,FIRST_MISSED_TEXT_TEXT,SWAT_CASE_ID,SWAT_CASE_STATUS,SWAT_CASE_CREATED_DATE,SWAT_CANCEL_SUMMARY,SWAT_CANCELLATION_REASON,SWAT_CANCELLATION_SUBREASON,reason_segment
s00186888,186888.0,7e5f9b32-5b47-4f76-8e74-5b750a4a20ec,North East Georgia Podiatry,Single,Multi,Medical,Med-Rehab,Podiatry,False,False,databeta-child,,546.92,1640.76000,2024-03-31,PracticeFusion,,,WeaveCore - Elite,WeaveCore - Elite,Churn,2024-06-30,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-03-01,18.0,4.0,454.0,104.0,0.0,0.0,0.0,False,True,True,500Ps00000AdBInIAN,Closed Cancelled,2024-04-30,The office is cancelling due to lack of integration. She thinks our services are really good however lack of integration has caused more workload for her and her staff. She will be moving back to Updox and ATT to bundle phone service with Internet. I did offer a Phones Only option which she declined.,Desired Features/Functionality,Non-Compatible Integration,2
s00565123,565123.0,826be2cf-a53d-4048-a88f-f51e44e3919d,East Meets West Acupuncture,Single,Single,Medical,Med-Rehab,Medical - Other,False,False,,,285.82,285.82000,2024-04-30,Quickbooks Desktop,,2024-04-08,WeaveCore Software Only - Pro,WeaveCore Software Only - Pro,Churn,2024-05-31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-04-01,55.0,99.0,0.0,0.0,0.0,0.0,0.0,False,False,False,500Ps00000Adf5ZIAR,Closed Cancelled,2024-04-30,Practice hasn't been billed yet but they have decided we are too expensive and they don't want to pay for manual texting services that they can get elsewhere for less.,Pricing,Lower Price,1
s00312203,312203.0,92d2b22e-121e-4a91-8d36-d4a7bb411718,State Street Smiles,Single,Single,Dental,Dental,Dental,False,False,,2024-06-10,336.44,1009.32000,2024-06-30,,,2024-06-26,WeavePlus - Essentials,WeavePlus - Essentials,Churn,2024-09-30,3.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-06-01,110.0,424.0,325.0,252.0,0.0,0.0,311.0,True,False,True,500Ps00000GH4PNIA1,Closed Cancelled,2024-08-15,Office is moving to Dentrix Ascend for PMS/software and 8x8 for communication.  They wanted to lower their price point and ran into technical issues with Weave.  Call quality concerns and data sync issues were the main drivers that made them decide to switch.,Product,Software Issues,2
s00094806,94806.0,37b4dad6-22f9-452f-b4a9-019bc27f53ac,Simply Dental Seattle,Single,Multi,Dental,Dental,Dental,False,False,,2024-07-17,506.82,2534.09150,2024-07-31,,,2024-09-06,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-12-31,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,2024-07-01,99.0,197.0,559.0,313.0,90.0,0.0,90.0,True,True,True,500Ps00000LEEYVIA5,Closed Cancelled,2024-10-30,"Office has had nothing but issues that support can not resolve. She said support have been rude and non helpful, onboarding was a mess. Paperwork was not sending to patients as expected, WIV never worked for them, sync gets disconnected multiple times a day, they receive tons of telemarketing calls daily and bulk messages were going to patients spam. They are going to Dental Intel and Mango.",Service,Failure to Resolve Issues,2
s00308223,308223.0,0defbcf4-8b03-4838-9c02-8174a8755492,NORTHEAST ANIMAL HOSPITAL,Single,Single,Veterinary,Veterinary,Vet Hospital,False,False,,2024-12-13,681.92,2045.76000,2024-12-31,daysmartvet,daysmartvet,,WeavePlus - Elite,WeavePlus - Elite,Churn,2025-03-31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-12-01,0.0,0.0,0.0,3.0,0.0,0.0,0.0,True,True,True,500Ps00000ZX3m9IAD,Closed Cancelled,2025-02-26,Office is requesting to cancel due to being stuck in a contract with RevenueWell and not being able to pay for both services. Let AE know that they are wanting to cancel. AE gave go ahead to get them cancelled due to their contract.,Other,Under Contract,3
s00264016,264016.0,686b7bc0-221c-4181-9c5c-6598ccbe999f,SMILES FOR KEEPS,Single,Single,Dental,Dental,Dental,False,False,,2024-02-02,651.47,3908.82000,2024-02-29,,,2024-02-26,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-08-31,6.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-01,158.0,508.0,1566.0,1707.0,406.0,0.0,406.0,True,True,True,500Ps00000E4gn0IAB,Closed Cancelled,2024-07-05,"They had a very poor onboarding experience but it started in sales because she felt pressured from the AE to sign. She said he was on vacation and there wasn't great follow through and as they went through onboarding there was a major lack of training. She disliked that the majority of training was online. She also prefers the integration that RevenueWell has with Patterson/Eaglesoft. The icing on the cake was when they billed for the March, April and May invoices about 4 days apart. I offered to help address all her concerns and be her liaison but she declined.",Service,Onboarding,3
s00131777,131777.0,b0df04e1-d46f-4ed7-a233-149e347561e4,Pinole Periodontics & Dental Implants,Single,Single,Dental,Dental,Periodontic,False,False,,2025-04-28,805.82,4029.10000,2025-04-30,Eaglesoft 18,Eaglesoft 18,,Patterson Bundle,Patterson Bundle,Churn,2025-09-30,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,2025-04-01,0.0,1.0,2.0,1.0,1.0,0.0,1.0,True,True,True,500Ps00000kyyTbIAI,Closed Cancelled,2025-06-13,The office was under the impression that we take over her domain and their emails and communication on her website which we do not do. AE was unable to save it.,,,2
s00642637,642637.0,6a42a0de-fcd4-4152-97ca-499be21fb2a3,Bold Dental,Single,Single,Dental,Dental,,False,False,,2024-07-16,477.85,2389.25000,2024-07-31,,,2024-07-17,WeavePlus - Pro,WeavePlus - Pro,Churn,2024-12-31,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-01,128.0,209.0,151.0,89.0,25.0,0.0,84.0,True,True,True,500Ps00000JSDImIAP,Closed Cancelled,2024-10-07,Office moved to Dentrix for their PMS and they offered them software capabilities which lowers their pricing overall.  They will be utilizing Practice by Numbers for their phone system.,Pricing,Lower Price,2
s00345962,345962.0,cf3dbdf3-69cb-4801-a392-df6b670fcd9f,South Austin Cat Hospital Pllc,Single,Single,Veterinary,Veterinary,Vet Hospital,False,False,,2024-06-12,556.79,1670.37000,2024-06-30,,,2024-06-20,WeavePlus - Pro,WeavePlus - Pro,Churn,2024-09-30,3.0,0.0,1.0,0.0,4.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-01,82.0,105.0,471.0,361.0,0.0,0.0,0.0,True,True,True,500Ps00000GWwW2IAL,Closed Cancelled,2024-08-20,OFfice has felt like they have not been listened to and given the support they have needed.  They had a poor onboarding experience because their onboarder left during the onboarding process and they were left without anyone to contact while she was gone.  Additionally she said that they have had multiple support issues that took way too long to resolve.  They have already moved to their PMS and Ooma for phones.  Alexis said that had she had a manager to speak to earlier it may not have come to her cancelling Weave.,Service,Dissatisfaction with Onboarding Experience,3
s00259466,259466.0,b700c03c-768a-4a3f-ab13-ad7521ff4173,"Northern Light Dental, Pllc",Single,Single,Dental,Dental,Dental,False,False,,2024-12-26,681.92,3409.60000,2024-12-31,opendental,opendental,2025-02-03,WeavePlus - Elite,WeavePlus - Elite,Churn,2025-05-31,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-12-01,5.0,34.0,43.0,38.0,13.0,0.0,13.0,True,True,True,500Ps00000ei7rbIAA,Closed Cancelled,2025-04-17,Office is cancelling due to pricing and some support related issues.,Value,Cost,1
s00436744,436744.0,781fd2de-027e-49ff-93fc-e9ece886dbaa,Nouveau Smile Studio,Single,Single,Dental,Dental,Dental,False,False,,2025-04-22,813.62,1817.46000,2025-04-30,dentrixAscend,dentrixAscend,2025-05-21,WeavePlus - Elite,WeavePlus - Elite,Churn,2025-07-31,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01,15.0,36.0,96.0,378.0,0.0,0.0,0.0,True,True,True,500Ps00000jfPdJIAU,Closed Cancelled,2025-06-03,"Dr. Herring said they are looking at moving away from Weave due to issues with onboarding as well as support issues. I asked if they had any current support issues that were left unresolved and she said no. 
She mentioned that the salesman was very snappy when they didn't want to signup right then. Also mentioned they there were false promises from what we could do for them.
I offered my technical team to look into any issues they might be having related to the onboarding experience where they felt they lost confidence with Weave. She declined at this time as they have already found a new solution for their needs.
I offered a phones only bundle but she declined as well.
She mentioned that they would look into coming back to Weave but the support experience needs to be resolved as that is what they were seeing in forums before signing up with us, but then same issue happened to them even after giving us a try.
They are going to RevenueWell for their phones and SW needs.",Customer Experience,Onboarding,3
s00230156,230156.0,c2dedf34-fb94-490e-8db4-acfb27824044,Cherry Creek Dental Arts,Single,Single,Dental,Dental,Dental,False,False,,2025-04-30,564.89,1694.67000,2025-04-30,opendental,opendental,,WeavePlus Software Only - Elite,WeavePlus Software Only - Elite,Churn,2025-07-31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,500Ps00000jVZXUIA4,Closed Cancelled,2025-06-02,Customer requested to cancel due to lack of support/follow-through on questions.  AR was not resolved in a timely manner and we've reached the forecasted cancel date.,,,3
s00550984,550984.0,3aa4f085-fd2a-4dd7-a723-1adae6d10c3f,Next Level Eye Care,Single,Single,Optometry,Optometry,Optometry,False,False,,2024-04-01,745.82,2918.10000,2024-04-30,,,2024-06-06,WeavePlus - Pro,WeavePlus - Pro,Churn,2024-09-30,5.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-01,199.0,2275.0,146.0,64.0,28.0,0.0,80.0,True,True,True,500Ps00000GfVwHIAV,Closed Cancelled,2024-08-22,Doctor is not happy and is determined to cancel. They were promised a free month in the sales process and it too long for a resolution.,Service,Lengthy Resolution Times,3
s00068133,68133.0,2281a16a-4221-45e3-a657-99bd554cf179,Cosmetic & Pediatrics Dentistry Center,Single,Single,Dental,Dental,Dental,False,False,,2024-01-05,757.10,3028.40000,2024-01-31,Eaglesoft 18,Eaglesoft 18,2024-02-01,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-05-31,4.0,2.0,2.0,0.0,9.0,0.0,5.0,0.0,13.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,500Ps000009lspOIAQ,Closed Cancelled,2024-04-12,"The office was warned in onboarding that having workers oversea's in the Philippines may result in poor call quality which is has. They've tried troubleshooting and using VPN's etc but still experiencing the issues with no resolution. They are also not happy about some of the software features such as Recalls, Reminders, Email Marketing and Bulk Messaging. They mentioned reminders going out at the wrong time and the allotment amount for Bulk is not enough and don't want to pay for more. They get unlimited with Revenuewell. Moving to them for SW and RingCentral for phone service. I did try to offer addressing their issues but they declined.",Product,Software Issues,3
s00563706,563706.0,df906509-94e5-4d44-bbb9-20a079f5a493,BCC Pediatric Dentistry,Single,Single,Dental,Dental,Dental,False,False,,2024-02-07,756.82,2270.46000,2024-02-29,,,2024-03-01,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-05-31,3.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2024-02-01,235.0,525.0,369.0,531.0,105.0,0.0,320.0,True,True,True,500Ps00000ASoAcIAL,Closed Cancelled,2024-04-26,"Previous Office Manger wanted weave but has sense left and the doctor wants to go back to Mango Voice. Was not able to confirm what software they are using, but stated they are currently paying for three. Offered 20 percent off for 12 months /declined. Offered 199 and 149 for phone service.",Desired Features/Functionality,Desired Features,2
s00293078,293078.0,7dd45fa4-12b6-4105-9871-b764bc68e31d,OAK HILL DENTAL,Single,Single,Dental,Dental,Dental,False,False,,2024-01-16,644.47,2577.88000,2024-01-31,dentrixg5,dentrixg5,2024-02-13,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-05-31,4.0,0.0,0.0,0.0,4.0,3.0,3.0,6.0,6.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2024-01-01,29.0,160.0,228.0,223.0,3.0,0.0,32.0,True,True,True,500Ps000009hv7cIAA,Closed Cancelled,2024-04-11,"Office is moving to Adit full platform due to technical concerns with multiple parts of our product such as online scheduling, digital forms, and auto reminders.  They opened dozens of tickets and we could not resolve the issues.",Product,Software Issues,2
s00033159,33159.0,0880b312-4bba-4430-8f52-9b57b3358e1d,All Ages Dental Spa,Single,Single,Dental,Dental,Dental,False,False,,2025-02-03,1041.92,1041.92000,2025-02-28,dentrixg5,dentrixg5,2025-02-11,WeavePlus - Ultimate,WeavePlus - Ultimate,Churn,2025-03-31,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,2025-02-01,177.0,659.0,255.0,154.0,36.0,0.0,479.0,True,True,True,500Ps00000YlZ3ZIAV,Closed Cancelled,2025-02-20,"Lisa explained that they had a lack of training, billing discrepancies, and issues with digitizing forms. This paired with getting no responses when reaching out forced them to look in another direction as they fell that Weave did not have their best interest in mind.",Service,Dissatisfaction with Onboarding Experience,2
s00666832,666832.0,110cc8cf-02f5-4178-ad9b-0fdd4065306a,Polk Equine,Single,Single,Veterinary,Veterinary,Mobile Clinic,False,False,,2025-02-28,479.96,2399.80000,2025-02-28,evetpractice,evetpractice,2025-04-02,WeavePlus - Pro,WeavePlus - Pro,Churn,2025-07-31,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,2025-03-01,2.0,2.0,5.0,0.0,0.0,0.0,0.0,True,True,True,500Ps00000j3HopIAE,Closed Cancelled,2025-05-30,Confirmed I was only able to speak with Tammie via email. She stated she only had difficulties with the phone not function the way they thought it would. Did not provide new provider. Was not able to provide save plays.,Desired Features,Desired Features,1
s00418677,418677.0,cbf26fe1-e9eb-49da-bc94-4463b32de4c0,BENTON FRANKLIN ORTHOPEDIC ASSOCIATES,Single,Multi,Medical,Med-Rehab,Medical - Orthopedic,False,False,single,2024-02-06,791.82,791.82000,2024-02-29,modmed,modmed,,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-03-31,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2024-02-01,12.0,1.0,3926.0,525.0,0.0,0.0,0.0,True,True,True,500Ps0000072H14IAE,Closed Cancelled,2024-02-14,The office is part of a multi-location group and at this time they were only bringing one of their locations to Weave.  They do have a connected phone system and needed to be able to use those types of features (such as extension to extension dialing)between their locations.  Since they were only brining one location to Weave this was not possible.  They didn't realize this was an issue until after they ported.  The office also let us know that they feel they overwhelmed their staff by trying to implement two new systems at once (the other system was not a competitor or patient communication-related.) and that their staff is frustrated with all the changes. They have requested to cancel.  They said they do still want Weave but it will be towards the end of the year before they will be ready to bring on all their locations at once.,,,3
s7763,7763.0,00ac85b8-a03f-4d0d-a85f-ec63cb9ec495,Paquette Family Dental,Single,Single,Dental,Dental,Dental,False,False,,2024-02-14,716.92,3584.60000,2024-02-29,dentrixg5,dentrixg5,2024-02-21,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-07-31,5.0,6.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2024-02-01,13.0,132.0,440.0,419.0,0.0,0.0,0.0,True,True,True,500Ps00000DVt8qIAD,Closed Cancelled,2024-06-25,Is leaving due to wanting deeper integration with Dentrix including medical forms writebacks and changes in patient medication. Is going to Dental Intel and GoTo. Offered 30 percent for Tenure of account as well as phones only. Declined.,Desired Features/Functionality,Desired Features,2
s00014295,14295.0,4c32392f-dfd9-49e8-b135-6d33a07c8946,Taylor Dentistry,Single,Single,Dental,Dental,Dental,False,False,,2024-04-18,820.62,1641.24000,2024-04-30,dentrixg5,dentrixg5,2016-10-19,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-06-30,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-04-01,0.0,0.0,2.0,0.0,0.0,0.0,0.0,True,True,True,500Ps00000C91B0IAJ,Closed Cancelled,2024-05-31,"This office requested to cancel via email with the OB, stating that Weave didn't seem to meet their needs compared to their old software. The AE contacted the office and tried to save them by selling them on a new deal/bundle but they didn't want to go for it. The AE let us know to cancel them",,,3
s00666965,666965.0,881baf1c-e5df-43a5-b201-a24fdc4f93ca,County Line Veterinary Service,Single,Single,Veterinary,Veterinary,Vet Clinic,False,False,single,,688.92,2755.68000,2025-02-28,intravet,intravet,,WeavePlus - Elite,WeavePlus - Elite,Churn,2025-06-30,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-02-01,58.0,276.0,535.0,236.0,30.0,4.0,106.0,True,True,True,500Ps00000f6xSPIAY,Closed Cancelled,2025-04-22,office is canceling because the wifi in their town is not strong enough to host a VOIP line. they are going to move to a landline. I offered to help troubleshoot the network but they did not want to.,Product Issues,Call Quality / Network Compatibility,1
s00643570,643570.0,3252fc38-c420-44e5-8f81-c613d5e65240,Dilley Veterinary Clinic,Single,Single,Veterinary,Veterinary,Vet Clinic,False,False,,2024-08-19,556.82,1113.64000,2024-08-31,daysmartvet,daysmartvet,,WeavePlus - Pro,WeavePlus - Pro,Churn,2024-10-31,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-08-01,0.0,0.0,0.0,16.0,0.0,0.0,0.0,True,True,True,500Ps00000JJVV1IAP,Closed Cancelled,2024-10-04,Said they wanted to cancel over the numbers not being portable. The AE confirmed Canceled.,,,3
s00028438,28438.0,87d065d3-aeda-49a7-91df-5cf0ffb95d95,Dr. James L Latinis DDS,Single,Single,Dental,Dental,Dental,False,False,,2024-02-20,636.49,1909.47000,2024-02-29,dentrixg5,dentrixg5,2024-03-28,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-05-31,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-01,13.0,152.0,166.0,48.0,0.0,0.0,131.0,True,True,True,500Ps000009ORehIAG,Closed Cancelled,2024-04-04,"AE is Tate. He said that the account integrates when it doesn't. He also told the OM that they would have free service for two months but they didn't and were charged. They had tried to cancel over a month ago and a ticket wasn't made. They are highly escalated and felt that weave was a terrible company.

With there current system they can filter based off of appointment type, and send reminders to the those individuals and if they accept the appointment, it would automatically writeback to Dentrix. 

Software: Nexhealth
Phones: Xfinity/Comcast",Service,Sales,2
s00014248,14248.0,f198d00d-ccb7-44cd-90c7-71f2e7f98892,Smile McLean,Single,Single,Dental,Dental,Dental,False,False,,2024-01-31,517.14,1551.42000,2024-01-31,dentrixg5,dentrixg5,2024-02-01,WeaveCore - Elite,WeaveCore - Elite,Churn,2024-04-30,3.0,0.0,0.0,0.0,4.0,2.0,5.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2024-02-01,385.0,1360.0,0.0,0.0,0.0,16.0,1037.0,True,False,False,500Ps000008e5VrIAI,Closed Cancelled,2024-03-19,"Office refused to clarify their reasons for cancellation or answer any of my questions, they demanded confirmation of their 30 day notice being submitted and that was all.",Other,Other,3
s00014248,14248.0,f198d00d-ccb7-44cd-90c7-71f2e7f98892,Smile McLean,Single,Single,Dental,Dental,Dental,False,False,,2024-01-31,517.14,1551.42000,2024-01-31,dentrixg5,dentrixg5,2024-02-01,WeaveCore - Elite,WeavePlus - Elite,Churn,2024-04-30,3.0,0.0,0.0,0.0,4.0,2.0,5.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2024-02-01,385.0,1360.0,0.0,0.0,0.0,16.0,1037.0,True,False,False,500Ps000008e5VrIAI,Closed Cancelled,2024-03-19,"Office refused to clarify their reasons for cancellation or answer any of my questions, they demanded confirmation of their 30 day notice being submitted and that was all.",Other,Other,3
s00014248,14248.0,f198d00d-ccb7-44cd-90c7-71f2e7f98892,Smile McLean,Single,Single,Dental,Dental,Dental,False,False,,2024-01-31,517.14,1551.42000,2024-01-31,dentrixg5,dentrixg5,2024-02-01,WeavePlus - Elite,WeaveCore - Elite,Churn,2024-04-30,3.0,0.0,0.0,0.0,4.0,2.0,5.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2024-02-01,385.0,1360.0,0.0,0.0,0.0,16.0,1037.0,True,False,False,500Ps000008e5VrIAI,Closed Cancelled,2024-03-19,"Office refused to clarify their reasons for cancellation or answer any of my questions, they demanded confirmation of their 30 day notice being submitted and that was all.",Other,Other,3
s00014248,14248.0,f198d00d-ccb7-44cd-90c7-71f2e7f98892,Smile McLean,Single,Single,Dental,Dental,Dental,False,False,,2024-01-31,517.14,1551.42000,2024-01-31,dentrixg5,dentrixg5,2024-02-01,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-04-30,3.0,0.0,0.0,0.0,4.0,2.0,5.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2024-02-01,385.0,1360.0,0.0,0.0,0.0,16.0,1037.0,True,False,False,500Ps000008e5VrIAI,Closed Cancelled,2024-03-19,"Office refused to clarify their reasons for cancellation or answer any of my questions, they demanded confirmation of their 30 day notice being submitted and that was all.",Other,Other,3
s00437248,437248.0,5b18e17e-466e-4629-b23b-6889f4954838,Dental Care of Northfield,Single,Single,Dental,Dental,,False,False,,2024-03-28,501.92,2509.60000,2024-03-31,opendental,opendental,2024-04-01,WeavePlus - Pro,WeavePlus - Pro,Churn,2024-08-31,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,2024-03-01,24.0,49.0,57.0,22.0,21.0,0.0,21.0,True,True,True,500Ps00000EOHdxIAH,Closed Cancelled,2024-07-11,Tiffany was upset that she was not getting a response from support and billing after reaching out multiple times.  She was additionally told that she would not be charged the first month but was billed for her first month.  They are moving to Yapi for scheduling and Comcast for phones.,Service,Non-Responsive/Difficult to Contact,1
s00264917,264917.0,aa713e44-5224-4b0f-968d-133d8f004b63,Smiles Dental Brilliant PC,Single,Single,Dental,Dental,Dental,False,False,,2025-07-18,352.92,1058.76000,2025-07-31,dentrixg5,dentrixg5,,WeavePlus - Essentials,WeavePlus - Essentials,Churn,2025-10-09,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,2025-07-01,0.0,0.0,0.0,2.0,0.0,0.0,0.0,True,False,False,500Ps00000y4zlVIAQ,Closed Cancelled,2025-10-06,"The office has asked to cancel, did not say why. We could not get a hold of them. I sent the cancel email that they were in a contract and they did not respond.",,,3
s00606366,606366.0,2ccb1678-6af8-4a86-9533-cd157df49c3c,Smiles Family Dental,Single,Single,Dental,Dental,Dental,False,False,,2024-06-28,756.82,4540.92000,2024-06-30,,,2024-07-31,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-12-31,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,,,,2024-07-01,11.0,49.0,90.0,5.0,24.0,0.0,25.0,True,True,True,500Ps00000MaDoXIAV,Closed Cancelled,2024-11-14,Spoke with David- They have had multiple issues with write backs from dental intel to our software specifically with forms. They had contact support multiple times with no resolution- Confirmed going with dental intel and mango voice. Confirmed i offered 30 percent off in attempt to save. Declined. Offered phones only starting at $99. Customer would have considered this if it was offered when they initially called in.,Service,Failure to Resolve Issues,2
s00227716,227716.0,e999c896-29b3-4a1b-b6f8-045e6ce0b3aa,DELHI ANIMAL HOSPITAL,Single,Single,Veterinary,Veterinary,Vet Hospital,False,False,,2024-12-26,378.82,1515.28000,2024-12-31,evetpractice,evetpractice,,WeavePlus - Essentials,WeavePlus - Essentials,Churn,2025-04-30,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,2024-12-01,0.0,0.0,1.0,2.0,0.0,0.0,0.0,True,False,True,500Ps00000afXbBIAU,Closed Cancelled,2025-03-10,The office's phone number is not portable.  They tried to make it work but were unable to find an acceptable option.,,,1
s00666910,666910.0,c224ac6e-2646-44df-ae80-4db4af544c3e,Priority Direct MED,Single,Single,Medical,Med-Rehab,Family Practice,False,False,,,233.11,466.22000,2025-02-28,advancedmd,advancedmd,,WeavePlus - Essentials,WeavePlus - Essentials,Churn,2025-04-30,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-02-01,1.0,6.0,7.0,1.0,0.0,0.0,0.0,True,False,False,500Ps00000b1Xw0IAE,Closed Cancelled,2025-03-13,"Customer had a bug regarding pulling patients into Weave that we couldn't solve in a timely enough manner before she requested to port back and cancel.  Since we did not provide a functioning software, we cannot hold her to her contract.",,,3
s00654319,654319.0,c2244fd6-a681-4ff4-a5f6-4d30aff026f3,Water & Sports Physical Therapy - Carmel Valley,Single,Mid Market,Medical,Med-Rehab,Physical Therapy,False,False,,2024-10-25,306.32,1837.92000,2024-10-31,WebPT,,2024-10-31,WeaveCore - Essentials,WeaveCore - Essentials,Churn,2025-04-30,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,118.0,171.0,20.0,67.0,0.0,0.0,0.0,False,False,True,500Ps00000Z70GtIAJ,Closed Cancelled,2025-02-24,Onboarding was awful and support has been non-responsive and not helpful at all. Going to intermedia.,Customer Experience,Onboarding,3
